      pressure observation  flag
2860           1010.989990  b'K'
2861           1011.000000  b'K'
2862           1010.969971  b'K'
2863           1010.989990  b'K'
2864           1011.039978  b'K'
2865           1011.039978  b'K'
2866           1011.030029  b'K'
2867           1011.010010  b'K'
2868           1011.020020  b'K'
2869           1011.049988  b'K'
2870           1011.059998  b'K'
2871           1011.049988  b'K'
2872           1011.059998  b'K'
2873           1011.049988  b'K'
2874           1011.080017  b'K'
2875           1011.140015  b'K'
2876           1011.109985  b'K'
2877           1011.130005  b'K'
2878           1011.090027  b'K'
2879           1011.080017  b'K'
2880           1011.070007  b'K'
2881           1011.080017  b'K'
2882           1011.070007  b'K'
2883           1011.070007  b'K'
2884           1011.070007  b'K'
2885           1011.080017  b'K'
2886           1011.090027  b'K'
2887           1011.080017  b'K'
2888           1011.140015  b'K'
2889           1011.179993  b'K'
2890           1011.219971  b'K'
2891           1011.159973  b'K'
2892           1011.190002  b'K'
2893           1011.169983  b'K'
2894           1011.169983  b'K'
2895           1011.130005  b'K'
2896           1011.099976  b'K'
2897           1011.059998  b'K'
2898           1011.020020  b'K'
2899           1011.010010  b'K'
2900           1010.979980  b'K'
2901           1010.979980  b'K'
2902           1010.989990  b'K'
2903           1010.979980  b'K'
2904           1010.940002  b'K'
2905           1011.000000  b'K'
2906           1011.030029  b'K'
2907           1011.070007  b'K'
2908           1011.020020  b'K'
2909           1010.989990  b'K'
2910           1010.969971  b'K'
2911           1011.000000  b'K'
2912           1010.979980  b'K'
2913           1010.989990  b'K'
2914           1011.020020  b'K'
2915           1010.979980  b'K'
2916           1010.979980  b'K'
2917           1011.020020  b'K'
2918           1011.000000  b'K'
2919           1011.299988  b'K'
2920           1011.619995  b'K'
2921           1011.679993  b'K'
2922           1011.659973  b'K'
2923           1011.710022  b'K'
2924           1011.750000  b'K'
2925           1011.770020  b'K'
2926           1011.760010  b'K'
2927           1011.719971  b'K'
2928           1011.700012  b'K'
2929           1011.679993  b'K'
2930           1011.710022  b'K'
2931           1011.719971  b'K'
2932           1011.729980  b'K'
2933           1011.739990  b'K'
2934           1011.789978  b'K'
2935           1011.789978  b'K'
2936           1011.700012  b'K'
2937           1011.760010  b'K'
2938           1011.780029  b'K'
2939           1011.799988  b'K'
2940           1011.900024  b'K'
2941           1011.929993  b'K'
2942           1011.900024  b'K'
2943           1011.900024  b'K'
2944           1012.000000  b'K'
2945           1012.039978  b'K'
2946           1012.070007  b'K'
2947           1012.070007  b'K'
2948           1011.960022  b'K'
2949           1012.039978  b'K'
2950           1012.190002  b'K'
2951           1012.190002  b'K'
2952           1012.200012  b'K'
2953           1012.210022  b'K'
2954           1012.280029  b'K'
2955           1012.299988  b'K'
2956           1012.309998  b'K'
2957           1012.299988  b'K'
2958           1012.369995  b'K'
2959           1012.369995  b'K'
2960           1012.349976  b'K'
2961           1012.309998  b'K'
2962           1012.169983  b'K'
2963           1012.030029  b'K'
2964           1012.070007  b'K'
2965           1012.099976  b'K'
2966           1012.159973  b'K'
2967           1012.190002  b'K'
2968           1012.229980  b'K'
2969           1012.280029  b'K'
2970           1012.280029  b'K'
2971           1012.219971  b'K'
2972           1012.299988  b'K'
2973           1012.330017  b'K'
2974           1012.380005  b'K'
2975           1012.390015  b'K'
2976           1012.400024  b'K'
2977           1012.390015  b'K'
2978           1012.359985  b'K'
2979           1012.309998  b'K'
2980           1012.280029  b'K'
2981           1012.210022  b'K'
2982           1012.190002  b'K'
2983           1012.150024  b'K'
2984           1012.119995  b'K'
2985           1012.109985  b'K'
2986           1012.109985  b'K'
2987           1012.130005  b'Z'
2988           1012.169983  b'Z'
2989           1012.200012  b'Z'
2990           1012.239990  b'Z'
2991           1012.299988  b'Z'
2992           1012.349976  b'Z'
2993           1012.369995  b'Z'
2994           1012.400024  b'Z'
2995           1012.390015  b'Z'
2996           1012.349976  b'Z'
2997           1012.320007  b'Z'
2998           1012.359985  b'Z'
2999           1012.510010  b'Z'
3000           1012.440002  b'Z'
3001           1012.320007  b'Z'
3002           1012.289978  b'Z'
3003           1012.320007  b'Z'
3004           1012.359985  b'Z'
3005           1012.400024  b'Z'
3006           1012.409973  b'Z'
3007           1012.440002  b'Z'
3008           1012.450012  b'Z'
3009           1012.479980  b'Z'
3010           1012.479980  b'Z'
3011           1012.510010  b'Z'
3012           1012.580017  b'Z'
3013           1012.599976  b'Z'
3014           1012.609985  b'Z'
3015           1012.630005  b'Z'
3016           1012.690002  b'Z'
3017           1012.729980  b'Z'
3018           1012.780029  b'Z'
3019           1012.880005  b'Z'
3020           1012.979980  b'Z'
3021           1013.020020  b'Z'
3022           1013.080017  b'Z'
3023           1013.099976  b'Z'
3024           1013.140015  b'Z'
3025           1013.150024  b'Z'
3026           1013.140015  b'Z'
3027           1013.159973  b'Z'
3028           1013.210022  b'Z'
3029           1013.200012  b'Z'
3030           1013.200012  b'Z'
3031           1013.179993  b'Z'
3032           1013.210022  b'Z'
3033           1013.210022  b'Z'
3034           1013.239990  b'Z'
3035           1013.229980  b'Z'
3036           1013.289978  b'Z'
3037           1013.349976  b'Z'
3038           1013.369995  b'Z'
3039           1013.469971  b'Z'
3040           1013.479980  b'Z'
3041           1013.520020  b'Z'
3042           1013.590027  b'Z'
3043           1013.609985  b'Z'
3044           1013.630005  b'Z'
3045           1013.669983  b'Z'
3046           1013.710022  b'Z'
3047           1013.739990  b'Z'
3048           1013.739990  b'Z'
3049           1013.799988  b'Z'
3050           1013.849976  b'Z'
3051           1013.859985  b'Z'
3052           1013.890015  b'Z'
3053           1013.890015  b'Z'
3054           1013.909973  b'Z'
3055           1013.909973  b'Z'
3056           1013.940002  b'Z'
3057           1013.979980  b'Z'
3058           1014.000000  b'Z'
3059           1014.039978  b'Z'
3060           1014.090027  b'Z'
3061           1014.250000  b'Z'
3062           1014.150024  b'Z'
3063           1014.119995  b'Z'
3064           1014.109985  b'Z'
3065           1014.099976  b'Z'
3066           1014.099976  b'Z'
3067           1014.119995  b'Z'
3068           1014.140015  b'Z'
3069           1014.150024  b'Z'
3070           1014.179993  b'Z'
3071           1014.200012  b'Z'
3072           1014.190002  b'Z'
3073           1014.210022  b'Z'
3074           1014.250000  b'Z'
3075           1014.299988  b'Z'
3076           1014.340027  b'Z'
3077           1014.429993  b'Z'
3078           1014.479980  b'Z'
3079           1014.559998  b'Z'
3080           1014.599976  b'Z'
3081           1014.609985  b'Z'
3082           1014.659973  b'Z'
3083           1014.630005  b'Z'
3084           1014.659973  b'Z'
3085           1014.609985  b'Z'
3086           1014.599976  b'Z'
3087           1014.590027  b'Z'
3088           1014.580017  b'Z'
3089           1014.580017  b'Z'
3090           1014.590027  b'Z'
3091           1014.619995  b'Z'
3092           1014.659973  b'Z'
3093           1014.719971  b'Z'
3094           1014.739990  b'Z'
3095           1014.789978  b'Z'
3096           1014.820007  b'Z'
3097           1014.830017  b'Z'
3098           1014.830017  b'Z'
3099           1014.830017  b'Z'
3100           1014.809998  b'Z'
3101           1014.809998  b'Z'
3102           1014.820007  b'Z'
3103           1014.840027  b'Z'
3104           1014.890015  b'Z'
3105           1015.020020  b'Z'
3106           1015.109985  b'Z'
3107           1015.030029  b'Z'
3108           1015.080017  b'Z'
3109           1015.150024  b'Z'
3110           1015.159973  b'Z'
3111           1015.119995  b'Z'
3112           1015.140015  b'Z'
3113           1015.119995  b'Z'
3114           1015.109985  b'Z'
3115           1015.140015  b'Z'
3116           1015.159973  b'Z'
3117           1015.150024  b'Z'
3118           1015.219971  b'Z'
3119           1015.219971  b'Z'
3120           1015.150024  b'Z'
3121           1015.150024  b'Z'
3122           1015.229980  b'Z'
3123           1015.260010  b'Z'
3124           1015.260010  b'Z'
3125           1015.309998  b'Z'
3126           1015.330017  b'Z'
3127           1015.369995  b'Z'
3128           1015.330017  b'Z'
3129           1015.309998  b'Z'
3130           1015.299988  b'Z'
3131           1015.299988  b'Z'
3132           1015.270020  b'Z'
3133           1015.229980  b'Z'
3134           1015.219971  b'Z'
3135           1015.210022  b'Z'
3136           1015.169983  b'Z'
3137           1015.179993  b'Z'
3138           1015.179993  b'Z'
3139           1015.140015  b'Z'
3140           1015.140015  b'Z'
3141           1015.150024  b'Z'
3142           1015.179993  b'Z'
3143           1015.169983  b'Z'
3144           1015.229980  b'Z'
3145           1015.239990  b'Z'
3146           1015.260010  b'Z'
3147           1015.280029  b'Z'
3148           1015.289978  b'Z'
3149           1015.320007  b'Z'
3150           1015.340027  b'Z'
3151           1015.369995  b'Z'
3152           1015.309998  b'Z'
3153           1015.309998  b'Z'
3154           1015.309998  b'Z'
3155           1015.320007  b'Z'
3156           1015.349976  b'Z'
3157           1015.349976  b'Z'
3158           1015.340027  b'Z'
3159           1015.299988  b'Z'
3160           1015.299988  b'Z'
3161           1015.299988  b'Z'
3162           1015.309998  b'Z'
3163           1015.349976  b'Z'
3164           1015.390015  b'Z'
3165           1015.409973  b'Z'
3166           1015.429993  b'Z'
3167           1015.479980  b'Z'
3168           1015.489990  b'Z'
3169           1015.469971  b'Z'
3170           1015.440002  b'Z'
3171           1015.419983  b'Z'
3172           1015.400024  b'Z'
3173           1015.400024  b'Z'
3174           1015.390015  b'Z'
3175           1015.369995  b'Z'
3176           1015.349976  b'Z'
3177           1015.340027  b'Z'
3178           1015.320007  b'Z'
3179           1015.309998  b'Z'
3180           1015.299988  b'Z'
3181           1015.289978  b'Z'
3182           1015.260010  b'Z'
3183           1015.219971  b'Z'
3184           1015.210022  b'Z'
3185           1015.200012  b'Z'
3186           1015.200012  b'Z'
3187           1015.190002  b'Z'
3188           1015.179993  b'Z'
3189           1015.130005  b'Z'
3190           1015.109985  b'Z'
3191           1015.119995  b'Z'
3192           1015.130005  b'Z'
3193           1015.130005  b'Z'
3194           1015.159973  b'Z'
3195           1015.190002  b'Z'
3196           1015.250000  b'Z'
3197           1015.159973  b'Z'
3198           1015.090027  b'Z'
3199           1015.059998  b'Z'
3200           1015.059998  b'Z'
3201           1015.010010  b'Z'
3202           1015.000000  b'Z'
3203           1014.969971  b'Z'
3204           1014.950012  b'Z'
3205           1014.969971  b'Z'
3206           1014.989990  b'Z'
3207           1015.010010  b'Z'
3208           1015.010010  b'Z'
3209           1015.010010  b'Z'
3210           1015.000000  b'Z'
3211           1015.010010  b'Z'
3212           1015.030029  b'Z'
3213           1015.049988  b'Z'
3214           1015.039978  b'Z'
3215           1015.070007  b'Z'
3216           1015.039978  b'Z'
3217           1015.059998  b'Z'
3218           1015.080017  b'Z'
3219           1015.070007  b'Z'
3220           1015.020020  b'Z'
3221           1015.010010  b'Z'
3222           1014.989990  b'Z'
3223           1014.979980  b'Z'
3224           1014.960022  b'Z'
3225           1014.919983  b'Z'
3226           1014.890015  b'Z'
3227           1014.859985  b'Z'
3228           1014.809998  b'Z'
3229           1014.789978  b'Z'
3230           1014.750000  b'Z'
3231           1014.770020  b'Z'
3232           1014.729980  b'Z'
3233           1014.690002  b'Z'
3234           1014.640015  b'Z'
3235           1014.619995  b'Z'
3236           1014.599976  b'Z'
3237           1014.599976  b'Z'
3238           1014.580017  b'Z'
3239           1014.590027  b'Z'
3240           1014.580017  b'Z'
3241           1014.599976  b'Z'
3242           1014.520020  b'Z'
3243           1014.500000  b'Z'
3244           1014.500000  b'Z'
3245           1014.469971  b'Z'
3246           1014.469971  b'Z'
3247           1014.429993  b'Z'
3248           1014.419983  b'Z'
3249           1014.479980  b'Z'
3250           1014.400024  b'Z'
3251           1014.390015  b'Z'
3252           1014.380005  b'Z'
3253           1014.340027  b'Z'
3254           1014.320007  b'Z'
3255           1014.289978  b'Z'
3256           1014.250000  b'Z'
3257           1014.200012  b'Z'
3258           1014.169983  b'Z'
3259           1014.150024  b'Z'
3260           1014.119995  b'Z'
3261           1014.099976  b'Z'
3262           1014.109985  b'Z'
3263           1014.099976  b'Z'
3264           1014.099976  b'Z'
3265           1014.109985  b'Z'
3266           1014.090027  b'Z'
3267           1014.070007  b'Z'
3268           1014.049988  b'Z'
3269           1014.049988  b'Z'
3270           1014.020020  b'Z'
3271           1014.020020  b'Z'
3272           1014.010010  b'Z'
3273           1014.010010  b'Z'
3274           1014.000000  b'Z'
3275           1013.979980  b'Z'
3276           1013.989990  b'Z'
3277           1013.989990  b'Z'
3278           1014.000000  b'Z'
3279           1014.020020  b'Z'
3280           1014.030029  b'Z'
3281           1014.059998  b'Z'
3282           1014.070007  b'Z'
3283           1014.090027  b'Z'
3284           1014.109985  b'Z'
3285           1014.119995  b'Z'
3286           1014.159973  b'Z'
3287           1014.179993  b'Z'
3288           1014.190002  b'Z'
3289           1014.200012  b'Z'
3290           1014.210022  b'Z'
3291           1014.210022  b'Z'
3292           1014.200012  b'Z'
3293           1014.210022  b'Z'
3294           1014.299988  b'Z'
3295           1014.419983  b'Z'
3296           1014.359985  b'Z'
3297           1014.309998  b'Z'
3298           1014.280029  b'Z'
3299           1014.280029  b'Z'
3300           1014.200012  b'Z'
3301           1014.200012  b'Z'
3302           1014.210022  b'Z'
3303           1014.200012  b'Z'
3304           1014.200012  b'Z'
3305           1014.150024  b'Z'
3306           1014.109985  b'Z'
3307           1014.090027  b'Z'
3308           1014.059998  b'Z'
3309           1014.020020  b'Z'
3310           1014.010010  b'Z'
3311           1014.039978  b'Z'
3312           1014.039978  b'Z'
3313           1014.049988  b'Z'
3314           1014.049988  b'Z'
3315           1014.080017  b'Z'
3316           1014.099976  b'Z'
3317           1014.080017  b'Z'
3318           1014.059998  b'Z'
3319           1014.059998  b'Z'
3320           1014.059998  b'Z'
3321           1014.049988  b'Z'
3322           1014.059998  b'Z'
3323           1014.049988  b'Z'
3324           1014.039978  b'Z'
3325           1014.020020  b'Z'
3326           1014.039978  b'Z'
3327           1014.030029  b'Z'
3328           1014.039978  b'Z'
3329           1014.030029  b'Z'
3330           1014.010010  b'Z'
3331           1013.989990  b'Z'
3332           1013.940002  b'Z'
3333           1013.900024  b'Z'
3334           1013.880005  b'Z'
3335           1013.880005  b'Z'
3336           1013.840027  b'Z'
3337           1013.820007  b'Z'
3338           1013.809998  b'Z'
3339           1013.799988  b'Z'
3340           1013.809998  b'Z'
3341           1013.780029  b'Z'
3342           1013.789978  b'Z'
3343           1013.780029  b'Z'
3344           1013.780029  b'Z'
3345           1013.760010  b'Z'
3346           1013.900024  b'Z'
3347           1013.809998  b'Z'
3348           1013.799988  b'Z'
3349           1013.859985  b'Z'
3350           1013.880005  b'Z'
3351           1013.830017  b'Z'
3352           1013.869995  b'Z'
3353           1013.880005  b'Z'
3354           1013.880005  b'Z'
3355           1013.890015  b'Z'
3356           1013.900024  b'Z'
3357           1013.900024  b'Z'
3358           1013.890015  b'Z'
3359           1013.890015  b'Z'
3360           1013.890015  b'Z'
3361           1013.890015  b'Z'
3362           1013.849976  b'Z'
3363           1013.809998  b'Z'
3364           1013.760010  b'Z'
3365           1013.700012  b'Z'
3366           1013.679993  b'Z'
3367           1013.640015  b'Z'
3368           1013.580017  b'Z'
3369           1013.539978  b'Z'
3370           1013.500000  b'Z'
3371           1013.500000  b'Z'
3372           1013.500000  b'Z'
3373           1013.500000  b'Z'
3374           1013.500000  b'Z'
3375           1013.520020  b'Z'
3376           1013.539978  b'Z'
3377           1013.520020  b'Z'
3378           1013.510010  b'Z'
3379           1013.500000  b'Z'
3380           1013.500000  b'Z'
3381           1013.500000  b'Z'
3382           1013.530029  b'Z'
3383           1013.590027  b'Z'
3384           1013.619995  b'Z'
3385           1013.679993  b'Z'
3386           1013.700012  b'Z'
3387           1013.690002  b'Z'
3388           1013.679993  b'Z'
3389           1013.679993  b'Z'
3390           1013.690002  b'Z'
3391           1013.789978  b'Z'
3392           1013.799988  b'Z'
3393           1013.700012  b'Z'
3394           1013.609985  b'Z'
3395           1013.609985  b'Z'
3396           1013.590027  b'Z'
3397           1013.590027  b'Z'
3398           1013.590027  b'Z'
3399           1013.599976  b'Z'
3400           1013.619995  b'Z'
3401           1013.609985  b'Z'
3402           1013.599976  b'Z'
3403           1013.590027  b'Z'
3404           1013.559998  b'Z'
3405           1013.549988  b'Z'
3406           1013.530029  b'Z'
3407           1013.520020  b'Z'
3408           1013.530029  b'Z'
3409           1013.549988  b'Z'
3410           1013.559998  b'Z'
3411           1013.570007  b'Z'
3412           1013.599976  b'Z'
3413           1013.640015  b'Z'
3414           1013.669983  b'Z'
3415           1013.669983  b'Z'
3416           1013.669983  b'Z'
3417           1013.679993  b'Z'
3418           1013.700012  b'Z'
3419           1013.710022  b'Z'
3420           1013.690002  b'Z'
3421           1013.700012  b'Z'
3422           1013.739990  b'Z'
3423           1013.690002  b'Z'
3424           1013.690002  b'Z'
3425           1013.690002  b'Z'
3426           1013.690002  b'Z'
3427           1013.669983  b'Z'
3428           1013.669983  b'Z'
3429           1013.690002  b'Z'
3430           1013.669983  b'Z'
3431           1013.669983  b'Z'
3432           1013.659973  b'Z'
3433           1013.650024  b'Z'
3434           1013.659973  b'Z'
3435           1013.659973  b'Z'
3436           1013.659973  b'Z'
3437           1013.690002  b'Z'
3438           1013.690002  b'Z'
3439           1013.700012  b'Z'
3440           1013.710022  b'Z'
3441           1013.710022  b'Z'
3442           1013.830017  b'S'
3443           1013.880005  b'S'
3444           1013.679993  b'Z'
3445           1013.679993  b'Z'
3446           1013.679993  b'Z'
3447           1013.669983  b'Z'
3448           1013.690002  b'Z'
3449           1013.690002  b'Z'
3450           1013.679993  b'Z'
3451           1013.669983  b'Z'
3452           1013.669983  b'Z'
3453           1013.659973  b'Z'
3454           1013.630005  b'Z'
3455           1013.619995  b'Z'
3456           1013.599976  b'Z'
3457           1013.599976  b'Z'
3458           1013.619995  b'Z'
3459           1013.679993  b'Z'
3460           1013.619995  b'Z'
3461           1013.659973  b'Z'
3462           1013.640015  b'Z'
3463           1013.609985  b'Z'
3464           1013.609985  b'Z'
3465           1013.609985  b'Z'
3466           1013.609985  b'Z'
3467           1013.609985  b'Z'
3468           1013.609985  b'Z'
3469           1013.599976  b'Z'
3470           1013.599976  b'Z'
3471           1013.590027  b'Z'
3472           1013.580017  b'Z'
3473           1013.580017  b'Z'
3474           1013.559998  b'Z'
3475           1013.549988  b'Z'
3476           1013.549988  b'Z'
3477           1013.559998  b'Z'
3478           1013.570007  b'Z'
3479           1013.590027  b'Z'
3480           1013.619995  b'Z'
3481           1013.619995  b'Z'
3482           1013.609985  b'Z'
3483           1013.599976  b'Z'
3484           1013.609985  b'Z'
3485           1013.599976  b'Z'
3486           1013.570007  b'Z'
3487           1013.520020  b'Z'
3488           1013.510010  b'Z'
3489           1013.500000  b'Z'
3490           1013.500000  b'Z'
3491           1013.500000  b'Z'
3492           1013.500000  b'Z'
3493           1013.510010  b'Z'
3494           1013.580017  b'S'
3495           1013.820007  b'S'
3496           1013.690002  b'S'
3497           1013.489990  b'Z'
3498           1013.429993  b'Z'
3499           1013.469971  b'Z'
3500           1013.440002  b'Z'
3501           1013.440002  b'Z'
3502           1013.419983  b'Z'
3503           1013.460022  b'Z'
3504           1013.440002  b'Z'
3505           1013.409973  b'Z'
3506           1013.390015  b'Z'
3507           1013.380005  b'Z'
3508           1013.320007  b'Z'
3509           1013.309998  b'Z'
3510           1013.280029  b'Z'
3511           1013.280029  b'Z'
3512           1013.309998  b'Z'
3513           1013.239990  b'Z'
3514           1013.299988  b'Z'
3515           1013.309998  b'Z'
3516           1013.320007  b'Z'
3517           1013.340027  b'Z'
3518           1013.380005  b'Z'
3519           1013.369995  b'Z'
3520           1013.390015  b'Z'
3521           1013.440002  b'Z'
3522           1013.489990  b'Z'
3523           1013.500000  b'Z'
3524           1013.510010  b'Z'
3525           1013.590027  b'Z'
3526           1013.520020  b'Z'
3527           1013.520020  b'Z'
3528           1013.500000  b'Z'
3529           1013.510010  b'Z'
3530           1013.520020  b'Z'
3531           1013.530029  b'Z'
3532           1013.549988  b'Z'
3533           1013.559998  b'Z'
3534           1013.580017  b'Z'
3535           1013.539978  b'Z'
3536           1013.520020  b'Z'
3537           1013.580017  b'Z'
3538           1013.630005  b'Z'
3539           1013.640015  b'Z'
3540           1013.679993  b'Z'
3541           1013.719971  b'Z'
3542           1013.750000  b'Z'
3543           1013.770020  b'Z'
3544           1013.599976  b'S'
3545           1013.830017  b'Z'
3546           1013.890015  b'Z'
3547           1013.849976  b'Z'
3548           1013.820007  b'Z'
3549           1013.780029  b'Z'
3550           1013.809998  b'Z'
3551           1013.809998  b'Z'
3552           1013.789978  b'Z'
3553           1013.809998  b'Z'
3554           1013.799988  b'Z'
3555           1013.780029  b'Z'
3556           1013.750000  b'Z'
3557           1013.729980  b'Z'
3558           1013.750000  b'Z'
3559           1013.770020  b'Z'
3560           1013.780029  b'Z'
3561           1013.799988  b'Z'
3562           1013.799988  b'Z'
3563           1013.809998  b'Z'
3564           1013.809998  b'Z'
3565           1013.799988  b'Z'
3566           1013.799988  b'K'
3567           1013.840027  b'K'
3568           1013.859985  b'K'
3569           1013.890015  b'K'
3570           1013.909973  b'K'
3571           1013.929993  b'K'
3572           1013.969971  b'K'
3573           1014.000000  b'K'
3574           1014.000000  b'K'
3575           1014.000000  b'K'
3576           1014.030029  b'K'
3577           1014.020020  b'K'
3578           1013.890015  b'K'
3579           1013.880005  b'Z'
3580           1013.890015  b'Z'
3581           1013.909973  b'Z'
3582           1013.909973  b'Z'
3583           1013.909973  b'Z'
3584           1013.919983  b'Z'
3585           1013.909973  b'Z'
3586           1013.909973  b'Z'
3587           1013.890015  b'Z'
3588           1013.900024  b'Z'
3589           1013.929993  b'Z'
3590           1013.909973  b'Z'
3591           1013.940002  b'Z'
3592           1013.940002  b'Z'
3593           1013.989990  b'Z'
3594           1014.059998  b'Z'
3595           1014.049988  b'Z'
3596           1014.140015  b'Z'
3597           1014.179993  b'Z'
3598           1014.190002  b'Z'
3599           1014.210022  b'Z'
3600           1014.250000  b'Z'
3601           1014.299988  b'Z'
3602           1014.299988  b'Z'
3603           1014.340027  b'Z'
3604           1014.380005  b'Z'
3605           1014.369995  b'Z'
3606           1014.349976  b'Z'
3607           1014.409973  b'Z'
3608           1014.369995  b'Z'
3609           1014.400024  b'Z'
3610           1014.369995  b'Z'
3611           1014.419983  b'Z'
3612           1014.440002  b'Z'
3613           1014.489990  b'Z'
3614           1014.520020  b'Z'
3615           1014.570007  b'Z'
3616           1014.619995  b'Z'
3617           1014.580017  b'Z'
3618           1014.599976  b'Z'
3619           1014.599976  b'Z'
3620           1014.619995  b'Z'
3621           1014.679993  b'Z'
3622           1014.690002  b'Z'
3623           1014.750000  b'Z'
3624           1014.780029  b'Z'
3625           1014.799988  b'Z'
3626           1014.789978  b'Z'
3627           1014.809998  b'Z'
3628           1014.880005  b'Z'
3629           1014.909973  b'Z'
3630           1014.940002  b'Z'
3631           1014.989990  b'Z'
3632           1015.010010  b'Z'
3633           1015.039978  b'Z'
3634           1015.070007  b'Z'
3635           1015.059998  b'Z'
3636           1015.090027  b'Z'
3637           1015.099976  b'Z'
3638           1015.099976  b'Z'
3639           1015.119995  b'Z'
3640           1015.140015  b'Z'
3641           1015.150024  b'Z'
3642           1015.179993  b'Z'
3643           1015.099976  b'Z'
3644           1015.169983  b'Z'
3645           1015.190002  b'Z'
3646           1015.200012  b'Z'
3647           1015.229980  b'Z'
3648           1015.250000  b'Z'
3649           1015.260010  b'Z'
3650           1015.239990  b'Z'
3651           1015.289978  b'Z'
3652           1015.270020  b'Z'
3653           1015.270020  b'Z'
3654           1015.299988  b'Z'
3655           1015.289978  b'Z'
3656           1015.309998  b'Z'
3657           1015.340027  b'Z'
3658           1015.400024  b'Z'
3659           1015.369995  b'Z'
3660           1015.369995  b'Z'
3661           1015.229980  b'Z'
3662           1015.150024  b'Z'
3663           1015.130005  b'Z'
3664           1015.200012  b'Z'
3665           1015.289978  b'Z'
3666           1015.320007  b'Z'
3667           1015.330017  b'Z'
3668           1015.260010  b'Z'
3669           1015.289978  b'Z'
3670           1015.330017  b'Z'
3671           1015.309998  b'Z'
3672           1015.349976  b'Z'
3673           1015.359985  b'Z'
3674           1015.340027  b'Z'
3675           1015.320007  b'Z'
3676           1015.340027  b'Z'
3677           1015.340027  b'Z'
3678           1015.340027  b'Z'
3679           1015.330017  b'Z'
3680           1015.369995  b'Z'
3681           1015.390015  b'Z'
3682           1015.359985  b'Z'
3683           1015.390015  b'Z'
3684           1015.429993  b'Z'
3685           1015.450012  b'Z'
3686           1015.469971  b'Z'
3687           1015.539978  b'Z'
3688           1015.500000  b'Z'
3689           1015.549988  b'Z'
3690           1015.520020  b'Z'
3691           1015.479980  b'Z'
3692           1015.479980  b'Z'
3693           1015.559998  b'Z'
3694           1015.570007  b'K'
3695           1015.739990  b'K'
3696           1015.940002  b'K'
3697           1015.969971  b'K'
3698           1015.710022  b'K'
3699           1015.450012  b'K'
3700           1015.530029  b'K'
3701           1015.719971  b'K'
3702           1015.880005  b'K'
3703           1015.580017  b'K'
3704           1015.409973  b'K'
3705           1015.469971  b'Z'
3706           1015.479980  b'Z'
3707           1015.460022  b'Z'
3708           1015.489990  b'Z'
3709           1015.549988  b'Z'
3710           1015.559998  b'Z'
3711           1015.530029  b'Z'
3712           1015.619995  b'Z'
3713           1015.650024  b'Z'
3714           1015.630005  b'Z'
3715           1015.659973  b'Z'
3716           1015.650024  b'Z'
3717           1015.599976  b'Z'
3718           1015.650024  b'Z'
3719           1015.619995  b'Z'
3720           1015.619995  b'Z'
3721           1015.599976  b'Z'
3722           1015.659973  b'Z'
3723           1015.750000  b'Z'
3724           1015.750000  b'Z'
3725           1015.770020  b'Z'
3726           1015.760010  b'Z'
3727           1015.770020  b'Z'
3728           1015.809998  b'Z'
3729           1015.820007  b'Z'
3730           1015.849976  b'Z'
3731           1015.809998  b'Z'
3732           1015.809998  b'Z'
3733           1015.919983  b'Z'
3734           1015.940002  b'Z'
3735           1016.070007  b'Z'
3736           1015.960022  b'Z'
3737           1015.890015  b'Z'
3738           1015.929993  b'Z'
3739           1016.140015  b'Z'
3740           1016.150024  b'Z'
3741           1015.969971  b'Z'
3742           1015.989990  b'Z'
3743           1015.950012  b'Z'
3744           1015.940002  b'Z'
3745           1015.969971  b'Z'
3746           1016.010010  b'Z'
3747           1016.010010  b'Z'
3748           1016.010010  b'Z'
3749           1016.020020  b'Z'
3750           1016.030029  b'Z'
3751           1016.030029  b'Z'
3752           1016.030029  b'Z'
3753           1016.039978  b'Z'
3754           1016.020020  b'Z'
3755           1016.000000  b'Z'
3756           1016.000000  b'Z'
3757           1016.030029  b'Z'
3758           1016.000000  b'Z'
3759           1015.969971  b'Z'
3760           1016.000000  b'Z'
3761           1016.010010  b'Z'
3762           1016.030029  b'Z'
3763           1016.049988  b'Z'
3764           1016.059998  b'Z'
3765           1016.059998  b'Z'
3766           1016.049988  b'Z'
3767           1016.070007  b'Z'
3768           1016.049988  b'Z'
3769           1016.039978  b'Z'
3770           1016.039978  b'Z'
3771           1015.940002  b'Z'
3772           1015.909973  b'Z'
3773           1015.979980  b'Z'
3774           1016.000000  b'Z'
3775           1016.070007  b'Z'
3776           1016.059998  b'Z'
3777           1016.049988  b'Z'
3778           1016.059998  b'Z'
3779           1016.000000  b'Z'
3780           1016.049988  b'K'
3781           1016.200012  b'K'
3782           1016.429993  b'K'
3783           1016.549988  b'K'
3784           1016.369995  b'K'
3785           1016.380005  b'K'
3786           1016.500000  b'K'
3787           1016.549988  b'K'
3788           1016.299988  b'K'
3789           1016.070007  b'K'
3790           1016.109985  b'Z'
3791           1016.090027  b'Z'
3792           1016.150024  b'Z'
3793           1016.190002  b'Z'
3794           1016.140015  b'Z'
3795           1016.179993  b'Z'
3796           1016.169983  b'Z'
3797           1016.159973  b'Z'
3798           1016.150024  b'Z'
3799           1016.169983  b'Z'
3800           1016.159973  b'Z'
3801           1016.090027  b'Z'
3802           1016.130005  b'Z'
